page	claim	claim_label	tags	claim_source_domain	claim_source_url	date	source_body
http://www.politifact.com/truth-o-meter/statements/2010/nov/16/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-had-no-/	"A recent report from the president's deficit commission was ""completely empty"" on controlling health care costs."	false	['Federal Budget', 'Health Care', 'Medicare', 'This Week - ABC News']	http://abcnews.go.com/	http://abcnews.go.com/ThisWeek/video/roundtable-tax-cut-debate-12144694	2010/11/16	Transcript for Roundtable: Tax Cut DebateThis transcript has been automatically generated and may not be 100% accurate.Now Playing: Fmr. DNC chair on N. Korea meeting: 'Trump is betting on himself. He's not prepared'Now Playing: Trump agrees to meet with Kim Jong Un, porn actress files lawsuit against TrumpNow Playing: Christie: If Dems take back House, impeachment 'would certainly be... top priority'Now Playing: WH spokesman: If meeting with Trump doesn't happen, 'it's the North Koreans' fault'Now Playing: Pennsylvania court-ordered Congressional redistricting could impact 2018 midtermsNow Playing: Jonathan Karl: Trump's unpredictable, risky move on North Korea may prove successfulNow Playing: Priebus: For Trump, Sessions recusal was 'original sin'; Trump won't 'let it go'Now Playing: Senate Democrat: Gun reform won't happen if Trump is 'not willing to lead'Now Playing: Hicks resigns, Kushner loses top security clearance, Trump attacks his AG SessionsNow Playing: In Memoriam for February 2018Now Playing: Commerce secretary says tariffs won't hurt jobs, calls threats of retaliation trivialNow Playing: Record number of Texan women file candidacy for CongressNow Playing: Meghan McCain says some pushing for gun control are 'demonizing legal gun owners'Now Playing: Matthew Dowd on Porter allegations: It's a 'moral problem' allowed to 'fester' under TrumpNow Playing: Two White House aides resign after allegations of domestic abuse surfaceNow Playing: Kellyanne Conway: Trump has 'full confidence' in chief of staff, 'not actively searching' for replacementsNow Playing: 'Clearly there was a breakdown in process': Chris Christie on Porter's access to classified infoNow Playing: Former top DOJ official: There's 'zero' chance the FISA court was conspiringNow Playing: Republican House Intel member says memo isn't an 'attack on Bob Mueller'Now Playing: Scaramucci predicts Trump 'not going to fire Rosenstein,' hopes he doesn't testify to MuellerNow Playing: {{itm.title}}
http://www.politifact.com/virginia/statements/2015/mar/02/dave-brat/brat-us-school-spending-375-percent-over-30-years-/	"""...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat."""	mostly true	['Education', 'Federal Budget']	https://www.facebook.com/	https://www.facebook.com/RepDaveBrat	2015/03/02	2018 Congressional Art Competition | U.S. House of RepresentativesJUST IN: The 2018 Congressional Art Competition is now open to students across the country. Each spring, a nationwide high school art competition is sponsored by members of the US House of Representatives. The Congressional Art Competition is an opportunity to recognize and encourage artistic tale...brat.house.gov· March 13 at 2:54pm ·Every American who is diagnosed with a terminal illness should get the right to try new medical treatments. When all other options have been exhausted, these individuals should be given the freedom to choose medications that have passed basic Food and Drug Administration safety requirements, but haven’t made it through the multi-year approval process yet.Today the House is set to pass the Right to Try Act. I am an original cosponsor of this bipartisan bill introduced by Rep. Andy Biggs. Dozens of states have already passed Right to Try legislation. It is time for Congress to do the same and send this bill to the White House to be signed into law. In no way is this a mandate for individuals to participate, but it gives a fighting chance and a taste of hope for patients left without any other options. It is the right thing to do.Each year, millions of Americans are diagnosed with terminal illnesses. These people are fathers and mothers, sons and daughters, husbands and wives, grandpas and grandmas. More than anything else, these individuals hope to determine their own future.washingtonexaminer.com· March 10 at 8:00am ·Great to see that 22 students from Eastern View High School are signing to play college sports and further their education by attending Virginia schools, particularly at Randolph-Macon College where I was honored to teach for nearly two decades. Wishing each of them the best of luck in their college (and athletic) futures!Photo Gallery: 2018 EVHS Athlete Signing – Culpeper TimesPhoto Gallery: 2018 EVHS Athlete Signing March 2, 2018 Ian Chini Featured, News, Photos, School and Sports 0 Eastern View High School hosted a college signing event March 1, with 22 athletes signing commitments to play collegiate sports. Coen King became the first Cyclone to sign with “power five....culpepertimes.com· March 9 at 10:58am ·Today the Department of Labor reported that the economy added 313,000 jobs in February and the unemployment rate holds steady at 4.1 percent. The New York Times sums up the jobs report with four words: The economy is humming.The number of jobs added to the economy is significantly higher than 2017 levels. The Labor force participation rate continues to rise. And the number of prime working-age individuals who are in the workforce is at the highest it has been since 2008. The report found wage growth continues to rise. All of it is good news. The New York Times concludes by saying, “jobs reports don’t get much better than this.” This is just more evidence of how the Republican’s tax reform plan is delivering for the American people.Blockbuster job growth in February suggests this economy, already nine years into expansion, may yet have room to run.nytimes.com· March 8 at 2:55pm ·Today is International Women’s Day. It is an opportunity to recognize the women around the world who are examples of leadership and strength. The founding principles of our nation guarantee that every woman has the chance to succeed and chase their dreams free from discrimination. In America, we are making great strides towards equality. Women now receive more than 50 percent of college and advanced degrees and we are still working to achieve equal opportunity for every person. We recognize that in other countries though women lack the most basic rights such as education and there is still so much work to be done in the fight for equality. Today we recognize their battle and stand in support of their fight for freedom, opportunity, and to have a voice.· March 7 at 11:57am ·Sherman Gillums, Jr. wrote a compelling piece in the Washington Times detailing why, as a disabled veteran, he has changed his opinion on canine research at the VA. I am proud to have his support for the bipartisan PUPPERS Act.In his words, the VA-funded canine research has lost his confidence. He continued, “Unfortunately, the VA continues to peddle hope to justify the use of taxpayers’ money for questionable canine research, owing to the fact that there is little public knowledge about the testing and a lack of understanding about its inherent limitations. This is where I came to an about face. It is no longer acceptable for the VA to stay the course in this day and age just because it’s always been done, especially when other federal agencies have already moved toward adopting alternatives to canine testing.Making better use of funds for veteransWhen allegations of canine abuse at the Department of Veterans Affairs’ (VA) research labs made headlines last year, supporters on both sides of the issue went head-to-head — seemingly pitting animal welfare against hope for wounded warriors in a zero-sum game where room for compromise appeared ...washingtontimes.com· March 7 at 7:39am ·Yesterday two subcommittees I sit on held important hearings on timely topics.In the Small Business Committee, we heard from a panel of experts on the current regulatory and operational environment that can limit the ability of small telecommunications carriers to bridge the rural digital divide. I know many rural counties in the 7th District struggle with access to broadband and this is an issue I’m committed to staying engaged on. I have already reached out to the FCC to ...coordinate a roundtable discussion in the future with stakeholders to identify how we can work together to improve our rural broadband infrastructure.In the House Education and Workforce hearing, Chairman Rokita facilitated a robust discussion on how we can strengthen welfare to work programs. We heard from experts regarding how child care can be a vital tool to assist parents when they are looking to find a pathway out of poverty. Their insights were very informative as Congress seeks to identify how we can successfully transition parents who receive federal assistance into the dignity of a job and out of welfare programs.
http://www.politifact.com/virginia/statements/2013/apr/28/susan-b-anthony-list/susan-b-anthony-list-says-says-new-virginia-regula/	"	New Virginia regulations on abortion clinics ""provide the same sanitary environment we expect of dental offices."""	pants on fire!	['Abortion', 'Public Health', 'Regulation']	http://womenspeakoutvirginia.podomatic.com/	http://womenspeakoutvirginia.podomatic.com/entry/2013-04-22T08_11_58-07_00	2013/04/28	FOR IMMEDIATE RELEASE: April 23, 2013Contact: Mallory Quigley, 703-380-6674McAuliffe targeted by VA Women’s PAC Ad CampaignCandidate for Governor Opposes Safety Standards for Abortion Businesses, Ignores Horrors of Philadelphia Abortion TrialWASHINGTON, D.C. – Today, Women Speak Out Virginia, a connected PAC of the national pro-life group Susan B. Anthony List, announced a $50,000 radio ad buy targeting Virginia gubernatorial candidate Terry McAuliffe for his opposition to common ground abortion center health and safety standards. Last year, the Virginia Health Commissioner reported to the Board of Health that more than 80 violations were discovered in abortion centers across the Commonwealth. The ad will run on Adult and Soft Contemporary and Newstalk stations in the Northern Virginia, Richmond and Norfolk media markets for two weeks. “In light of Kermit Gosnell’s ‘house of horrors,’ it is an outrage that anyone who purports to care about women would oppose efforts to ensure that Virginia women are treated with basic dignity and respect. More than 80 violations have been discovered in Virginia abortion clinics including blood-stained equipment and operating tables, improper disposal of fetal remains, staff failure to properly sanitize instruments, and even doctors performing exams with unwashed hands,” said Mallory Quigley, spokesperson for Women Speak Out Virginia. “Despite evidence that these common ground health and safety standards are needed, Terry McAuliffe refuses to defect from his abortion industry allies, who have vigorously fought these pro-woman efforts from the beginning. The Women Speak Out Virginia PAC will be calling out Terry McAuliffe’s shameful opposition to protecting Virginia’s women until Election Day.”A script of the radio ad follows:In the race for Governor…there’s one candidate who has taken extreme positions far outside the mainstream….one candidate whose radical ideas are troubling to every woman in Virginia.It’s Terry McAuliffe.Just this month Terry McAuliffe opposed basic health and safety standards for some women’s health clinics that perform abortions.McAuliffe refuses to require women’s health clinics to provide the same sanitary environment we expect of dental offices and hospitals.McAuliffe is bowing to the political pressure from powerful corporations that run women’s health clinics.They must think they are above the law. They put their own interests above the health of safety of their patients.Virginia women’s clinics have been cited for unsanitary conditions, poor staff training, and poorly maintained equipment.But Terry McAuliffe is afraid to stand up for women’s health. He’s afraid to stand up for you.Career politician Terry McAuliffe is too extreme for Virginia.Paid for by Women Speak Out Virginia. Not authorized by any candidate or candidate’s committee.Last month, McAuliffe’s campaign was asked by the Washington Post to confirm or deny his stance on abortion as being one of supporting “a platform of abortion on-demand at any time, for any reason, paid for by Virginia taxpayers,” including “sex-selective abortion, late-term abortion, partial-birth abortion, and abortions on teenage girls without parental consent – all paid for by Virginia taxpayers.” McAuliffe spokesman Josh Schwerin declined to comment to the Post.Women Speak Out Virginia is an affiliated PAC of the Susan B. Anthony List. The SBA List and its affiliated Political Action Committees are dedicated to pursuing policies and electing candidates who will reduce and ultimately end abortion. To that end, the SBA List emphasizes the education, promotion, mobilization, and election of pro-life women. The SBA List is a network of more than 365,000 pro-life Americans nationwide.
http://www.politifact.com/new-hampshire/statements/2012/jun/01/kelly-ayotte/kelly-ayotte-claims-student-loan-change-government/	"	Says the Affordable Care Act was a federal takeover of the student loan industry and ‘profits’ on the loans go to help pay for the health care law."	mostly false	['Corrections and Updates', 'Education', 'Federal Budget', 'Health Care']	http://www.politifact.com/	http://www.politifact.com/ohio/statements/2012/may/14/rob-portman/rob-portman-says-student-loan-money-was-used-cover/	2012/06/01	"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.— Rob Portman on Saturday, April 28th, 2012 in a conference call with reportersRob Portman says student loan money was used to cover health care reformBy Stephen Koff on Monday, May 14th, 2012 at 6:00 a.m.Americans have their reasons for liking or disliking health care reform and its mandate to purchase insurance. But Sen. Rob Portman mentioned one that was new to us during a conference call with reporters.He was actually talking about student loans, but in answer to a question from WSPD radio in Toledo, Portman said:""The truth is, by the way, you know part of the health care bill is paid for by the administration taking the difference of what (interest rate) they can borrow at, and what most students pay, and putting some of that money into the health care bill.""He repeated that ""we took from students and paid for a new entitlement program we can't afford."" And he rephrased it by saying ""the health care bill was paid for in part by taking money out of the student loan system.""Portman’s comments, made April 28, were in support of a Republican proposal to extend low-interest student loan rates (3.4 percent) for another year. Republican lawmakers would do that by taking money out of the 2010 health care law, the Patient Protection and Affordable Care Act. Specifically, the money would come from a fund in the health bill that covers prevention and public health.We’re not here to debate whether that’s good policy. But Portman, acknowledging Tennessee Sen. Lamar Alexander’s leadership role in the GOP proposal, suggested something fresh to our ears: the notion that Obamacare, as it is commonly called, used student loan money.PolitiFact Ohio decided to learn more.Students once were considered a poor lending risk. To prime the pump and expand educational opportunities, the federal government in 1965 decided to guarantee student loans against default. The government also guaranteed a certain interest rate to the banks, even if the rates students paid were lower. And the government paid additional fees to the banks for administration and collection of student loans.This wound up providing a lucrative revenue stream for the banks, while putting millions of Americans through college.But the system required billions of dollars in federal subsidies, and some in Washington, especially Democrats, started looking at alternatives. What if the government cut out the middle man (the banks) and gave loans directly to students through their colleges’ financial aid offices? Those offices already helped process most loans anyway. By getting rid of the subsidies, the government could save billions and use the money for more financial aid for needy students, Democrats said.Various pilot programs were tried. Some universities, including Ohio State, said they liked dealing directly with the government. But plenty of others liked the special attention private lenders gave them, and the private lenders spent millions lobbying Congress to keep the subsidy system.This debate dragged on for years. Then in early 2010, Democrats found the opening they needed to permanently move away from subsidizing the lenders. It coincided with passage of the Affordable Care Act.The Senate generally needs 60 votes to overcome filibusters and objections to legislation. Democrats lacked that number. So they decided to employ a seldom-used tactic involving budgets and government spending, known as ""reconciliation."" Reconciliation only requires 51 votes. That’s how Senate Democrats were able to pass a combined student loan-health care bill, the Reconciliation Act of 2010, on March 25, 2010, with 56 votes.You might not have heard much about the student loan portion at the time, because health care, a monumental social initiative, consumed most of the oxygen in Washington. But the two were connected through the reconciliation bill, which is where we come back to Portman’s claim.Did one component, student loans, help pay for health care? The answer is not as simple as it sounds.According to the Congressional Budget Office, the government was going to save $58 billion from the student loan program, over a 10-year period, by eliminating the middle man. That would provide enough money to put an additional $36 billion into Pell grants and $3 billion more into several other programs, including Historically Black Colleges and Universities. Even after these investments, the government would have $19 billion left, the CBO said.So was this $19 billion going into Obamacare? That’s what Portman’s press secretary, Christine Mangi, initially suggested when we first asked about Portman’s statement.The problem with that assumption is that the CBO did not show it that way.It showed the $19 billion as savings, or a net reduction in the federal deficit. And several budget experts we spoke with said that’s exactly where the $19 billion was going.The CBO also showed $124 billion in additional savings from the health care portion of the reconciliation act, thanks to new revenue, taxes and projected savings on Medicare. Mangi was skeptical of this projection, as are other Republicans, saying the health care provisions are certain to cost much more than assumed in 2010, wiping out any savings. Where will the money come from then?It’ll come in part from the money the government got by changing its student-loan program, she said. She also noted that some private lenders used to provide interest-rate reductions for borrowers, and new borrowers won’t have that option. That’s speculation, however, and such private-bank incentives to students became fewer after the 2008 financial crisis. Still, we sought out budget and education officials on this, and then we called Alexander’s office.Alexander was secretary of education under President George H. W. Bush. His staff referred us to other CBO figures, but that just led to more dispute among budget experts over how to interpret the numbers. But then we found agreement -- from two key Senate offices on opposite sides of the aisle.Alexander’s office drew our attention to a statement made by Democratic Sen. Tom Harkin of Iowa, a leader on education issues. On March 23, 2010, on the Senate floor Harkin said that by ending the subsidies to banks, the government would have more money for Pell grants and historically black colleges. He also said that $10 billion would go for debt reduction.Notice that he said $10 billion? But wait -- wasn’t it supposed to be $19 billion, according to the CBO figures? So where did the other $9 billion go?It went to pay for a portion of health care reform, Alexander’s staff insisted.We turned to the staff of the Senate Health, Education, Labor and Pensions Committee, which Harkin chairs. And at last, there was common ground. Harkin indeed said $10 billion would go for debt reduction. The other $9 billion, said committee spokeswoman Justine Sessions, went to help pay for expansion of community health centers, prescription drug access, and consumer protections in insurance.That’s $9 billion for health care out the student loan program.With that, we return to Portman’s claim -- that health care reform ""was paid for in part by taking money out of the student loan system.""Portman’s statement is partially accurate. The overall health care bill has hundreds of billions in features before revenue and tax offsets bring the costs down, if projections prove to be right. We’re not here to debate whether they will. Nine billion dollars is a tiny share. But Portman said ""in part,"" and that $9 billion is destined for health care, so he’s right there.But he suggested this is at the expense of students. That’s a big leap, leaving out important detail and context. The combined student loan-health care bill did not reduce the amount of money that students can borrow. It actually expanded the amount of money available for student aid. What it reduced is the banks’ share.""The money that was saved wasn't money that was going into education -- it was money that was subsidizing private banks,"" Sessions, of the education committee, said in an email. ""Period.""On the Truth-O-Meter, Portman’s claim rates Half True.Advertisement"
http://www.politifact.com/texas/statements/2016/may/09/ted-cruz/cruz-claims-obama-administration-sponsored-un-reso/	"""The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal."" "	pants on fire!	['Terrorism']	http://www.nydailynews.com/	http://www.nydailynews.com/opinion/ted-cruz-bill-bratton-wrong-terrorism-article-1.2580401	2016/05/09	NEW YORK DAILY NEWSMonday, March 28, 2016, 4:38 PMOur European allies are under siege from radical Islamic terrorism. The Paris attacks last November killed 130 people and seriously injured hundreds more. The Brussels attacks last week killed more than 30 people and struck at the heart of NATO. Americans were among the victims of both attacks as the terrorists do not differentiate between us and our close allies.One of the causes of this horror has been European bureaucrats restraining law enforcement from fully engaging with the Muslim community in “no go” zones. As a result, for years, a radical, theocratic, violent ideology has spread in some mosques and Muslim neighborhoods throughout Europe. Terrorists have exploited these isolated enclaves to recruit followers, formulate plots and orchestrate attacks.BRATTON RIPS CRUZ AGAIN OVER PROPOSALTO MONITOR MUSLIMSThere is no better example of these “no go” zones than one neighborhood in the city of this latest horrific attack — the municipality of Molenbeek in the city of Brussels. In attack after attack, from 9/11 to Madrid to Paris to Brussels, the trail seems to come back repeatedly to Molenbeek. At least three of the terrorists of the November 2015 Paris attack grew up and lived there. In fact, one of the key terrorists of the Paris attack, Salah Abdeslam, fled back to Molenbeek where he knew he could find sanctuary. It is telling that Abdeslam effectively hid in plain sight there for weeks in the same city as the headquarters of NATO and the European Union.Even Belgium’s own Prime Minister, Charles Michel, has admitted after the Paris attacks that “[A]lmost every time there’s a link with Molenbeek . . . It’s been a form of laissez faire and laxity. Now we’re paying the bill.”Many European leaders are now recognizing that passively allowing the Islamist threat to fester was a serious error. We cannot make the same mistakes in America.NYPD TERRORISM CHIEF: TED CRUZ 'CAMPAIGNING THROUGH FEAR' In the wake of the Brussels attacks, I called for vigorously guarding against the political correctness that has plagued Europe. I also called for empowering law enforcement to patrol and secure Muslim neighborhoods before they follow the path of Molenbeek and become havens for radical Islamic terrorists.The response was predictable. Liberal politicians, including President Obama, Hillary Clinton and Mayor de Blasio, all loudly denounced my approach. Indeed, they seemed far more outraged at my calling for us to prevent radical Islamic terrorism then they were at the terrorists who attacked in Brussels. In high dudgeon, they insist we must remain willfully blind to the root causes of these attacks.The Islamic State “is not Islamic,” President Obama absurdly tells us.New York Daily News front pages on the presidential electionEveryone knows that’s nonsense. Of course, there are many peaceful Muslims in America, and hundreds of millions across the world, who can be our allies in this global battle. But we cannot fight and win without identifying and confronting the enemy. Islamism is a political and theocratic philosophy that commands its adherents to wage jihad, to murder or forcibly convert the infidels (by which they mean everyone else). Islamism is the enemy, and it must be defeated.To do so, we must take a risk-based approach that focuses resources on the enclaves and potential hotbeds of radicalization where terrorists are likely to thrive. Just as with law enforcement’s successful efforts against gangs or drug dealers or the Mafia, we need resources and informants and undercover officers placed where terrorists are likely to be. We need lawful surveillance operations. And we need far more engagement between law enforcement and members of Muslim communities who are committed to working to rid their neighborhoods of the scourge of terrorism.In the wake of 9/11, there was a broad consensus in favor of a common-sense domestic counterterrorism strategy. But over the last seven years, the focus on protecting the homeland has been lost. The Obama administration has even joined Islamist governments in sponsoring a UN resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal. And now we are seeing the erosion of our counterterrorism tools here at home, even while we know from successful attacks from Boston to San Bernardino that terrorists are still plotting to strike America.A prime case study is here in New York City. Under Mayor Michael Bloomberg and Commissioner Ray Kelly, the NYPD started a counterterrorism unit that tracked demographic trends in New York City to provide investigators with important information about where terrorists might congregate and recruit. That sophisticated analysis can be a critical part of counterterrorism efforts to prevent an attack before it occurs or disrupt burgeoning terror cells. That unit likely saved lives.For example, a former director of intelligence analysis for the NYPD, Mitchell Silber, explained that the unit identified the Islamic Books and Tapes bookstore in Brooklyn as a venue for radicalization, and “provided a predicate for an investigation that thwarted a 2004 plot against the Herald Square subway station.” Moreover, the Obama administration’s counterterrorism advisor and now CIA director, John Brennan, stated the administration knew about this unit and referred to its work as “exceptionally good.” Indeed, while running for mayor in 2013, even then-candidate Bill de Blasio said he believed the unit was legal and was created in good faith to protect New Yorkers.Once elected mayor, however, de Blasio shut down that counterterrorism unit. He was taking heat from liberal advocacy groups who caricatured the unit’s work as “spying on Muslims,” which it wasn’t. New Yorkers, including the Muslim community, are less safe as a result.After the Brussels attacks, I called out the de Blasio administration for its shortsighted capitulation to its liberal allies at the expense of the safety and security of the people of New York. In response, Commissioner Bill Bratton penned an op-ed attacking my policy in this newspaper. He did not say that the work of the unit was misguided or a failure. Instead, he alleged, remarkably, that the unit “was finished” with its work and “it wasn’t serving any useful purpose.”Bratton has a difficult job, and I am grateful for all he does to keep the people of New York safe. I also understand that politically, he has no choice but to implement the de Blasio-Obama liberal agenda. But his explanation for dismantling the unit makes no sense; it ignores the nature of the threat that we face from radical Islam.Simply put, demographic trends are not static. They are dynamic. They change over time. The pockets of New York City that are fertile grounds for terrorist recruitment today may not be fertile grounds next year, and places without a significant radical presence right now may become hotbeds of terrorist activity in the future. To say that the work of a vital intelligence unit “was finished” is not plausible. It is the excuse of an administration grasping for anything to justify what was obviously a surrender to political correctness.Hitting back(Alex Wong/Getty Images)Former Mayor Rudy Giuliani and former Mayor Michael Bloomberg have both stated they believe the unit was lawful and effective, and should not have been shut down.The de Blasio administration is trying to avoid the ideological foundation of the war radical Islamic terrorists are waging against us. While Bratton admits that the jihadists are driven by ideology, he astonishingly maintains that our response should have “no ideological component whatsoever.”That’s ridiculous. If the terrorist threat is driven by radical Islamic ideology, then we must take account of that ideology in countering the threat: To “stop the terrorists before they strike,” we must understand what their motivation and goals are, where they might plot attacks and which targets they are inclined to strike. Their ideology tells us how they might peddle their radical Islamism in our cities and towns and helps us encourage our fellow Muslim citizens to choose a different path.The hollow argument that ideology has no role in counterterrorism leaves no doubt that politics is afoot here.I repeat my call for de Blasio to repudiate the dangerous confines of political correctness and reinstate this important unit as the first step towards a more proactive, hard-headed counterterrorism strategy on the home front.The bottom line is that to defeat radical Islam, we need to focus our counterterrorism resources where terrorists are likely to be. That’s not profiling or spying. It’s common sense.An investigation of Wall Street fraud wouldn’t focus on community banks in the outer boroughs. If we want to defeat radical Islam, we need to focus on areas that are at risk of being infiltrated by jihadists.The vast majority of Muslim Americans are law-abiding citizens. Indeed, patriotic American Muslims have provided critical assistance to our law-enforcement, intelligence and military officials to detect and disrupt jihadist plots. And we need their help in the war on terrorism.These are dangerous times. If I am elected President, every American will have a commander in chief fiercely committed to defeating radical Islamic terrorism. This is a battle we must win. If we don’t want to become Europe, we need to put aside the political correctness, focus our efforts on stopping radicalization and do what needs to be done to keep America safe.Cruz, U.S. senator from Texas, is running for the Republican nomination for President.Sign up for BREAKING NEWS Emails
http://www.politifact.com/truth-o-meter/statements/2016/aug/10/hillary-clinton/undocumented-immigrants-social-security-contributi/	"Undocumented immigrants ""pay $12 billion a year into Social Security."""	half-true	['Immigration', 'Social Security']	https://www.c-span.org/	https://www.c-span.org/video/?413605-1/hillary-clinton-addresses-journalists-convention-washington-dc	2016/08/10	August 5, 2016Hillary Clinton Remarks in Washington, D.C.2016-08-05T12:35:39-04:00https://images.c-span.org/Files/d24/20160805123703001_hd.jpgDemocratic presidential nominee Hillary Clinton spoke at the National Association of Black Journalists and the National Association of Hispanic Journalists' joint convention. She said she was not taking the Latino community for granted and outlined how she would create economic opportunities for people of color if elected. Following her remarks, she responded to questions from reporters on immigration policy and the controversy over her private email server.Democratic presidential nominee Hillary Clinton spoke at the National Association of Black Journalists and the National Association of… read moreHillary Clinton Remarks in Washington, D.C. Democratic presidential nominee Hillary Clinton spoke at the National Association of Black Journalists and the National Association of Hispanic Journalists' joint convention. She said she was not taking the Latino community for granted and outlined how she would create economic opportunities for people of color if elected. Following her remarks, she responded to questions from reporters on immigration policy and the controversy over her private email server. closeTranscript type
