page	claim	claim_label	tags	claim_source_domain	claim_source_url	date
https://www.emergent.info/Samsung-Apple-watch-processor	Claim: Samsung will supply application processors for Apple Watch	unverified	['Apple Watch', 'Apple Watch Components', 'BusinessKorea', 'Cho Jin-young', 'Samsung']	https://www.businesskorea.co.kr/	https://www.businesskorea.co.kr/article/7485/new-honeymoon-iphone-6-features-flood-components-made-samsung	2015/11/26
https://www.emergent.info/man-slapping-people-for-sneezing	Claim: A man in England is wanted by police for slapping people who sneeze in public	true	['Cumbria', 'sneezing', 'United Kingdom']	https://www.newsandstar.co.uk/	https://www.newsandstar.co.uk/news/carlisle-head-slapper-attacks-sneezing-women-1.1199717	2015/03/22
https://www.emergent.info/human-death-GMO	Claim: Doctors confirmed the first case of death by genetically modified food	false	['Fake News', 'Hoaxes', 'World News Daily Report']	https://worldnewsdailyreport.com/	https://worldnewsdailyreport.com/doctors-confirm-first-human-death-officially-caused-by-gmos/	2015/03/09
https://www.emergent.info/apple-watch-store-appointments	Claim: Apple will take appointments at Apple Stores to try on the Apple Watch	unverified	['Apple Watch', 'Daisuke Wakabayashi', 'Wall Street Journal']	https://www.wsj.com/	https://www.wsj.com/articles/smartwatch-pushes-apple-into-high-end-fashion-1425857649?mod=LS1	2015/03/08
https://www.emergent.info/apple-watch-platinum-edition	Claim: Apple is considering the release of a platinum edition of the Apple Watch	unverified	['Apple Watch', 'Daisuke Wakabayashi', 'Wall Street Journal']	https://www.wsj.com/	https://www.wsj.com/articles/smartwatch-pushes-apple-into-high-end-fashion-1425857649?mod=LS1	2015/03/08
https://www.emergent.info/Apple-Watch-gold-formula	Claim: The Apple Watch Edition has less gold than typical 18k gold	unverified	['Apple Watch', 'Apple Watch Edition', 'Dr Drang', 'Gold', 'Leancrew.com']	https://leancrew.com/	https://leancrew.com/all-this/2015/03/apple-gold/	2015/03/07
https://www.emergent.info/gold-Apple-Watch-straps	Claim: Apple will offer gold Watch straps	false	['Apple Watch', 'Apple Watch Accessories', 'Daring Fireball', 'Jon Gruber']	https://daringfireball.net/	https://daringfireball.net/2015/03/apple_watch_prelude	2015/03/07
https://www.emergent.info/larger-Apple-Watch-more-expensive	Claim: Apple will charge more for the larger Apple Watch	true	['Apple Watch', 'Apple Watch Price', 'Daring Fireball', 'Jon Gruber']	https://daringfireball.net/	https://daringfireball.net/2015/03/apple_watch_prelude	2015/03/07
https://www.emergent.info/Gruber-Apple-Watch-Edition-Sport-band	Claim: The gold Apple Watch Edition with a sport band will cost $7499/7999 USD.	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Daring Fireball', 'Jon Gruber']	https://daringfireball.net/	https://daringfireball.net/2015/03/apple_watch_prelude	2015/03/07
https://www.emergent.info/steel-Apple-Watch-sport-band	Claim: The steel Apple Watch with a sport band will cost $749/799 USD.	false	['Apple Watch', 'Apple Watch Price', 'Daring Fireball', 'Jon Gruber']	https://daringfireball.net/	https://daringfireball.net/2015/03/apple_watch_prelude	2015/03/07
https://www.emergent.info/Gruber-Apple-Watch-Edition-top-price	Claim: The most expensive version of the Apple Watch Edition will cost $19,999	false	['Apple Watch', 'Apple Watch Edition', 'Apple Watch Price', 'Daring Fireball', 'Jon Gruber']	https://daringfireball.net/	https://daringfireball.net/2015/03/apple_watch_prelude	2015/03/07
https://www.emergent.info/Apple-Watch-notifications-wrist	Claim: The Apple Watch only receives notifications when on the wrist	unverified	['Apple Watch', 'Apple Watch Features', 'Matthew Panzarino', 'TechCrunch']	https://techcrunch.com/	https://techcrunch.com/2015/03/06/the-apple-watch-is-time-saved/#InYuXY:HADe	2015/03/06
https://www.emergent.info/KFC-selling-pot	Claim: KFC restaurants in Colorado will start selling marijuana	false	['Fake News', 'Hoaxes', 'kfc', 'Marijuana']	https://theracketreport.com/	https://theracketreport.com/kfc-gets-occupational-business-license-to-sell-marijuana-in-colorado-restaurants/	2015/03/05
https://www.emergent.info/ISIS-made-woman-eat-son	Claim: ISIS gave a Kurdish woman a meal and told her she'd eaten her own son	unverified	['Cannibalism', 'ISIS', 'The Sun']	https://www.thesun.co.uk/	https://www.thesun.co.uk/sol/homepage/news/6351852/Sick-Islamic-State-jihadis-fed-mother-her-son-says-Brit-taking-fight-to-fanatics.html	2015/03/02
https://www.emergent.info/Tiger-Woods-drugs	Claim: Tiger Woods is serving a suspension from the PGA Tour after failing a drug test	false	['Drugs', 'Golf', 'PGA Tour', 'Tiger Woods']	https://thegame730am.com/	https://thegame730am.com/pga-golfer-dan-olsen-says-tiger-woods-is-armstrong-of-golf/	2015/03/02
https://www.emergent.info/international-school-lunches	Claim: Photos comparing school lunches from around the world include a meagre offering from the U.S.	false	['Michelle Obama', 'Photos', 'School Lunches', 'United States of America']	https://www.dailymail.co.uk/	https://www.dailymail.co.uk/news/article-2958640/Photos-school-lunches-served-world-reveal-just-meager-America-s-meals-compared-cash-strapped-nations.html	2015/03/02
https://www.emergent.info/400-men-castrated	Claim: 400 men were castrated on the orders of an Indian spiritual guru	unverified	['Castration', 'Dera Sacha Sauda', 'Gurmeet Ram Rahim Singh', 'India']	https://www.hindustantimes.com/	https://www.hindustantimes.com/haryana/dera-sacha-sauda-head-got-followers-castrated-to-protect-sadhvis-from-sexual-exploitation-petitioner/article1-1300920.aspx	2015/03/02
https://www.emergent.info/stolen-testicles	Claim: A Russian man met a woman for a drink in a sauna and woke up to find his testicles stolen	unverified	['Black Market', 'Life News', 'Medicine', 'Russia', 'Testicles']	https://lifenews.ru/	https://lifenews.ru/news/150348	2015/02/26
https://www.emergent.info/Jihadi-John-is-Mohammed-Emwazi	Claim: 'Jihadi John' is a Londoner named Mohammed Emwazi	unverified	['ISIS', 'Jihadi John', 'Mohammed Emwazi', 'Washington Post']	https://www.washingtonpost.com/	https://www.washingtonpost.com/world/national-security/jihadi-john-the-islamic-state-killer-behind-the-mask-is-a-young-londoner/2015/02/25/d6dbab16-bc43-11e4-bdfa-b8e8f594e6ee_story.html	2015/02/26
https://www.emergent.info/disney-collector-is-former-porn-star	Claim: The woman behind the hugely popular DC Toys Collector (Disney Collector) YouTube channel is a former porn star 	unverified	['Daiane DeJesus', 'DC Toys Collector', 'Porm', 'Sandy Summers', 'YouTube']	https://www.dailymail.co.uk/	https://www.dailymail.co.uk/news/article-2958242/Brazilian-former-porn-star-Diane-DeJesus-mystery-figure-5million-year-YouTube-sensation-DC-Toys-Collector.html	2015/02/25
https://www.emergent.info/Italian-fisherman-massive-catfish	Claim: Italian fishermen caught a 280-pound catfish	true	['Fishing', 'Italy', 'Sports']	https://www.facebook.com/	https://www.facebook.com/sportexitaly/timeline/story?ut=43&wstart=0&wend=1425196799&hash=2539593785598218570&pagefilter=3	2015/02/25
https://www.emergent.info/Iraq-shoots-down-British-planes	Claim: The Iraqi army shot down two British planes that were delivering weapons to ISIS	false	['FARS News Agency', 'Iran', 'Iraq', 'ISIS']	https://english.farsnews.com/	https://english.farsnews.com/newstext.aspx?nn=13931204001534	2015/02/25
https://www.emergent.info/Israel-opened-dams-flooding-Gaza	Claim: Israel caused flooding in Gaza by opening river dams	false	"['Flooding', 'Gaza', 'Israel', ""Ma'an News Agency""]"	https://www.maannews.com/	https://www.maannews.com/eng/ViewDetails.aspx?ID=759549	2015/02/24
https://www.emergent.info/Willie-Nelson-death-hoax	Claim: Willie Nelson is dead	false	['Celebrity Deaths', 'Hoaxes', 'MediaMass', 'Willie Nelson']	https://msmbc.co/	https://msmbc.co/iconic-country-star-willie-nelson-dies-at-81.php	2015/02/24
https://www.emergent.info/priest-says-god-is-female	Claim: A Catholic priest who was declared clinically dead says he met God and she's a woman	false	['Catholic Church', 'Fake News', 'Hoaxes', 'World News Daily Report']	https://worldnewsdailyreport.com/	https://worldnewsdailyreport.com/catholic-priest-who-died-for-48-minutes-claims-that-god-is-a-woman/	2015/02/22
https://www.emergent.info/macklemore-joining-ISIS	Claim: Rap artist Macklemore joined ISIS	false	['Hoaxes', 'ISIS', 'Macklemore', 'Twitter']			2015/02/21
